return_id,order_item_id,return_date,return_reason,refund_amount,return_status
7396,10957,2025-12-03 17:00:16,Defective Item,11362.12,Refunded
7397,353923,2025-11-22 18:22:05,Defective Item,21285.2,Rejected
7398,257576,2026-06-04 21:16:36,Defective Item,33727.95,Refunded
7399,137514,2026-07-04 03:25:16,Wrong Product Delivered,3484.59,Approved
7400,536173,2025-08-17 06:49:17,Wrong Product Delivered,48828.24,Rejected
7401,232173,2024-09-16 05:44:42,Size Issue,8864.09,Refunded
7402,71392,2024-11-07 15:35:21,Customer Changed Mind,25825.45,Rejected
7403,80607,2026-04-15 18:51:57,Damaged Product,38564.39,Approved
7404,661020,2025-11-19 08:48:34,Damaged Product,46843.91,Rejected
7405,713352,2025-05-19 19:59:10,Wrong Product Delivered,42655.25,Refunded
7406,352716,2025-01-15 05:36:34,Wrong Product Delivered,17258.58,Refunded
7407,134014,2026-04-28 06:41:08,Defective Item,19442.49,Approved
7408,523696,2025-05-16 20:53:21,Defective Item,16861.08,Refunded
7409,284758,2026-02-10 16:55:13,Size Issue,13727.36,Rejected
7410,583604,2025-02-16 18:03:28,Damaged Product,47498.68,Rejected
7411,286990,2024-10-05 00:47:32,Wrong Product Delivered,46233.32,Approved
7412,453939,2026-05-12 10:37:30,Customer Changed Mind,31166.08,Approved
7413,651649,2025-11-29 01:13:46,Size Issue,44552.76,Refunded
7414,101490,2025-06-02 07:24:44,Wrong Product Delivered,49080.42,Refunded
7415,371141,2024-09-05 02:18:03,Wrong Product Delivered,263.22,Rejected
7416,125878,2026-06-25 21:11:28,Customer Changed Mind,30795.8,Rejected
7417,567944,2025-10-07 20:15:38,Damaged Product,21374.06,Rejected
7418,487879,2025-07-04 23:52:14,Defective Item,22449.59,Approved
7419,482081,2025-06-16 07:27:36,Damaged Product,47399.76,Refunded
7420,547825,2026-06-25 02:54:23,Damaged Product,41187.07,Approved
7421,376550,2024-07-18 05:05:54,Damaged Product,19624.09,Refunded
7422,109658,2025-03-20 00:34:07,Damaged Product,6338.1,Rejected
7423,270868,2026-01-11 17:47:09,Damaged Product,29199.39,Refunded
7424,173328,2025-01-01 22:13:52,Wrong Product Delivered,17526.05,Approved
7425,360573,2026-03-07 04:12:32,Customer Changed Mind,3517.03,Refunded
7426,479287,2025-08-27 00:05:55,Size Issue,8632.85,Approved
7427,146707,2026-06-04 14:09:27,Damaged Product,28034.95,Approved
7428,749825,2025-10-06 13:09:19,Damaged Product,43805.21,Approved
7429,713126,2024-10-24 11:05:07,Size Issue,37948.13,Refunded
7430,240581,2025-02-11 04:05:19,Size Issue,11829.0,Rejected
7431,22979,2026-03-16 15:54:29,Size Issue,11846.39,Approved
7432,357534,2025-01-11 02:09:08,Size Issue,48206.45,Rejected
7433,728516,2025-04-21 23:37:02,Size Issue,4749.0,Approved
7434,432537,2025-12-14 14:01:49,Customer Changed Mind,11711.82,Rejected
7435,437773,2024-12-18 16:51:29,Wrong Product Delivered,41729.03,Approved
7436,284399,2026-05-30 19:29:08,Defective Item,21897.54,Refunded
7437,199447,2025-05-31 05:08:50,Customer Changed Mind,47671.55,Refunded
7438,499959,2025-12-07 15:43:48,Defective Item,35647.53,Rejected
7439,497458,2026-01-08 21:51:28,Defective Item,20378.06,Refunded
7440,350422,2024-07-30 11:39:31,Damaged Product,10844.1,Approved
7441,457789,2026-06-30 01:47:23,Damaged Product,38838.81,Rejected
7442,635827,2025-02-05 20:46:22,Defective Item,32812.45,Rejected
7443,161367,2025-08-31 22:04:05,Size Issue,6013.33,Rejected
7444,730506,2025-08-10 09:17:19,Customer Changed Mind,17492.04,Refunded
7445,348197,2025-12-19 18:45:02,Size Issue,27994.71,Rejected
7446,517319,2025-03-06 08:05:33,Size Issue,38035.49,Approved
7447,319745,2024-10-16 14:32:04,Wrong Product Delivered,2752.08,Rejected
7448,592537,2024-12-19 14:11:00,Wrong Product Delivered,40040.56,Rejected
7449,84689,2026-03-03 00:01:09,Defective Item,40855.72,Refunded
7450,643512,2025-07-18 12:50:23,Wrong Product Delivered,1914.61,Refunded
7451,247963,2025-06-27 20:27:07,Wrong Product Delivered,41034.69,Refunded
7452,449332,2024-09-07 21:13:10,Damaged Product,36746.22,Approved
7453,556113,2025-09-07 14:37:25,Damaged Product,12072.99,Rejected
7454,51191,2025-05-17 00:30:14,Wrong Product Delivered,45773.26,Approved
7455,134518,2026-04-15 19:30:18,Wrong Product Delivered,26313.28,Refunded
7456,13984,2024-09-15 05:32:25,Damaged Product,16355.85,Rejected
7457,686764,2026-03-25 13:01:16,Wrong Product Delivered,38977.72,Rejected
7458,749618,2026-04-01 15:41:56,Defective Item,44561.09,Refunded
7459,189286,2026-03-31 18:07:45,Defective Item,25303.25,Refunded
7460,516223,2025-06-19 22:23:15,Damaged Product,3221.09,Rejected
7461,229940,2024-12-29 23:41:12,Defective Item,46175.56,Approved
7462,129635,2024-11-15 02:36:23,Defective Item,41546.24,Refunded
7463,656637,2025-10-21 22:25:05,Customer Changed Mind,23281.88,Approved
7464,8889,2026-01-04 11:12:17,Damaged Product,45594.39,Refunded
7465,177464,2026-07-01 08:51:38,Customer Changed Mind,2554.76,Approved
7466,16748,2025-08-30 20:03:41,Defective Item,10180.38,Approved
7467,546319,2025-05-16 05:05:37,Customer Changed Mind,48551.98,Refunded
7468,594188,2026-04-01 17:31:13,Size Issue,31117.36,Approved
7469,35481,2024-12-01 01:28:10,Size Issue,28596.29,Refunded
7470,7516,2026-02-22 13:39:28,Size Issue,41245.15,Refunded
7471,263830,2024-11-03 15:03:57,Defective Item,12443.01,Refunded
7472,665466,2026-03-04 22:51:25,Customer Changed Mind,42817.57,Approved
7473,675600,2025-02-26 23:45:08,Wrong Product Delivered,15553.72,Approved
7474,291197,2026-07-05 08:45:24,Defective Item,30931.38,Refunded
7475,186275,2025-07-20 16:57:56,Customer Changed Mind,1756.02,Rejected
7476,168721,2025-07-28 05:35:33,Customer Changed Mind,22388.46,Approved
7477,141252,2026-06-09 06:02:01,Defective Item,21147.4,Approved
7478,515110,2025-06-01 03:22:24,Wrong Product Delivered,20407.16,Refunded
7479,147351,2026-02-15 19:34:14,Wrong Product Delivered,3755.79,Approved
7480,336918,2025-01-24 17:04:43,Customer Changed Mind,13364.37,Rejected
7481,290944,2025-01-24 09:06:22,Damaged Product,29031.14,Approved
7482,503947,2024-12-12 20:47:54,Defective Item,5562.47,Rejected
7483,630588,2024-11-20 20:11:52,Defective Item,30618.35,Refunded
7484,35484,2025-12-23 04:07:19,Damaged Product,14581.54,Rejected
7485,666597,2025-07-19 04:57:08,Damaged Product,266.73,Refunded
7486,613226,2024-08-23 05:25:40,Wrong Product Delivered,20129.17,Rejected
7487,380116,2024-10-11 15:18:16,Damaged Product,41276.42,Refunded
7488,85610,2024-10-17 03:00:37,Size Issue,20720.96,Refunded
7489,409456,2026-01-15 21:06:31,Size Issue,37753.83,Refunded
7490,668317,2026-04-16 18:39:53,Size Issue,3061.54,Rejected
7491,180895,2025-05-31 03:20:24,Wrong Product Delivered,20882.06,Rejected
7492,464842,2026-06-12 23:28:47,Size Issue,11529.11,Rejected
7493,51201,2026-04-04 21:36:03,Wrong Product Delivered,49227.35,Rejected
7494,379869,2024-07-29 18:22:52,Size Issue,47897.22,Refunded
7495,642924,2025-08-28 21:09:45,Defective Item,18475.67,Rejected
7496,510646,2024-08-21 16:40:10,Damaged Product,9127.2,Rejected
7497,681367,2025-03-24 02:21:07,Damaged Product,42806.01,Approved
7498,303508,2026-01-01 11:52:57,Defective Item,39392.54,Approved
7499,124985,2026-04-16 18:57:31,Customer Changed Mind,19285.37,Rejected
7500,554388,2025-06-01 19:44:12,Customer Changed Mind,37307.83,Refunded
7501,551689,2024-09-07 04:08:36,Wrong Product Delivered,12054.39,Refunded
7502,163076,2024-10-30 22:34:27,Customer Changed Mind,43143.22,Rejected
7503,626651,2026-06-23 17:02:42,Size Issue,45559.54,Rejected
7504,163575,2026-07-02 03:16:14,Damaged Product,10182.36,Approved
7505,538061,2026-03-05 08:10:58,Customer Changed Mind,6963.36,Refunded
7506,725188,2025-01-21 07:39:50,Customer Changed Mind,1433.26,Approved
7507,370188,2025-10-23 09:34:09,Wrong Product Delivered,47313.7,Approved
7508,368572,2025-10-20 03:31:58,Wrong Product Delivered,350.5,Rejected
7509,339497,2024-10-15 10:59:57,Wrong Product Delivered,38996.95,Rejected
7510,13892,2024-07-24 13:22:17,Wrong Product Delivered,23172.55,Approved
7511,150105,2024-10-28 08:41:28,Damaged Product,3866.16,Refunded
7512,14670,2026-02-16 00:55:57,Customer Changed Mind,33176.12,Rejected
7513,195481,2025-05-05 13:14:59,Defective Item,10470.91,Approved
7514,735381,2025-08-12 20:04:36,Damaged Product,42837.97,Approved
7515,627265,2025-06-10 05:10:06,Damaged Product,46948.14,Rejected
7516,217276,2025-12-08 13:02:20,Customer Changed Mind,7348.57,Rejected
7517,445581,2025-05-19 18:09:01,Defective Item,10644.86,Approved
7518,609488,2024-08-15 13:26:54,Customer Changed Mind,14416.92,Rejected
7519,284371,2025-05-12 17:41:11,Size Issue,8254.13,Rejected
7520,42580,2025-08-07 15:44:12,Defective Item,45018.38,Approved
7521,189397,2026-06-14 12:07:54,Wrong Product Delivered,25185.61,Approved
7522,361276,2025-07-20 10:27:53,Defective Item,3775.3,Approved
7523,642741,2025-06-07 00:34:10,Defective Item,3174.3,Approved
7524,411037,2025-09-28 20:14:30,Wrong Product Delivered,34216.96,Rejected
7525,395282,2025-01-23 02:52:44,Customer Changed Mind,49381.83,Rejected
7526,531791,2025-03-05 01:39:07,Wrong Product Delivered,29863.97,Rejected
7527,14919,2024-10-17 10:35:23,Customer Changed Mind,34249.37,Approved
7528,218401,2025-01-18 11:24:08,Damaged Product,7179.89,Approved
7529,23913,2025-02-21 09:46:11,Defective Item,30235.8,Rejected
7530,610599,2026-03-13 08:58:04,Defective Item,43564.85,Refunded
7531,409903,2025-02-26 14:00:11,Damaged Product,35919.93,Rejected
7532,575412,2025-02-17 01:24:50,Size Issue,7807.87,Rejected
7533,201396,2026-05-11 12:36:07,Size Issue,13232.65,Refunded
7534,450454,2025-05-11 03:09:04,Defective Item,21276.27,Approved
7535,624535,2024-09-24 17:43:16,Wrong Product Delivered,30099.37,Refunded
7536,137913,2025-10-03 13:50:01,Wrong Product Delivered,15373.82,Approved
7537,192787,2024-11-11 08:45:13,Damaged Product,12095.76,Approved
7538,3642,2025-09-20 01:19:35,Defective Item,23109.78,Approved
7539,319679,2025-12-27 12:18:31,Defective Item,7888.16,Rejected
7540,157076,2026-05-29 21:20:18,Damaged Product,19035.53,Approved
7541,91636,2026-04-29 06:59:02,Wrong Product Delivered,7208.42,Rejected
7542,216694,2025-01-11 23:46:00,Defective Item,15226.97,Refunded
7543,88602,2026-01-27 06:42:04,Size Issue,18476.1,Approved
7544,418841,2024-11-01 09:46:21,Size Issue,5652.56,Approved
7545,729819,2024-07-19 07:04:07,Damaged Product,7260.13,Approved
7546,32383,2024-12-23 03:30:20,Defective Item,45967.1,Refunded
7547,367929,2025-06-24 12:18:24,Damaged Product,13279.61,Rejected
7548,220919,2025-10-04 15:35:15,Defective Item,36092.85,Refunded
7549,248445,2026-05-20 05:11:43,Damaged Product,18028.3,Refunded
7550,253051,2025-06-22 20:48:11,Damaged Product,35982.15,Approved
7551,560019,2025-06-07 08:57:18,Defective Item,2204.14,Rejected
7552,200579,2025-07-09 00:31:28,Customer Changed Mind,7433.76,Refunded
7553,546420,2025-06-02 22:00:49,Size Issue,41497.65,Rejected
7554,49978,2026-07-01 10:51:25,Customer Changed Mind,20445.92,Approved
7555,45587,2026-07-10 06:06:22,Defective Item,41126.52,Rejected
7556,64255,2026-05-13 00:51:08,Damaged Product,23256.78,Rejected
7557,231562,2024-08-05 05:58:13,Defective Item,32742.69,Rejected
7558,512450,2024-10-07 05:46:51,Damaged Product,48185.42,Rejected
7559,461185,2026-01-14 15:37:57,Defective Item,28403.13,Rejected
7560,103204,2026-01-14 18:41:53,Customer Changed Mind,22116.92,Rejected
7561,570838,2025-12-01 14:33:26,Size Issue,12031.57,Rejected
7562,395054,2024-07-21 15:34:34,Size Issue,32713.86,Refunded
7563,255358,2025-07-19 09:18:16,Defective Item,32141.43,Approved
7564,114729,2026-01-11 18:42:10,Wrong Product Delivered,48316.87,Refunded
7565,477924,2025-03-24 16:27:59,Size Issue,7820.14,Approved
7566,262271,2026-01-02 00:43:28,Damaged Product,25753.19,Rejected
7567,189334,2026-05-11 14:29:52,Defective Item,9915.09,Rejected
7568,337631,2025-08-10 22:21:06,Customer Changed Mind,32757.44,Rejected
7569,564431,2025-04-14 09:57:04,Customer Changed Mind,37264.76,Rejected
7570,561296,2026-03-18 03:16:31,Damaged Product,6160.88,Approved
7571,106140,2025-04-04 23:04:36,Customer Changed Mind,9526.09,Rejected
7572,239725,2026-02-08 20:23:21,Size Issue,26651.83,Rejected
7573,614356,2024-11-04 10:34:28,Size Issue,701.12,Approved
7574,481922,2025-09-30 15:04:02,Defective Item,19769.98,Rejected
7575,66356,2025-01-22 02:25:13,Damaged Product,10057.82,Approved
7576,142099,2024-11-05 04:48:32,Defective Item,5087.41,Rejected
7577,513773,2025-03-31 05:11:16,Customer Changed Mind,33615.83,Rejected
7578,158525,2025-09-13 22:31:50,Size Issue,4927.55,Approved
7579,521881,2026-04-25 01:00:19,Size Issue,34158.76,Refunded
7580,533484,2025-08-05 00:51:40,Damaged Product,23948.76,Approved
7581,729110,2026-04-04 00:19:14,Customer Changed Mind,43723.81,Rejected
7582,562546,2024-07-15 15:32:15,Wrong Product Delivered,20616.67,Approved
7583,543679,2025-01-26 11:29:28,Damaged Product,5700.0,Rejected
7584,629581,2025-02-07 06:30:34,Size Issue,4846.3,Rejected
7585,417894,2024-10-23 23:53:15,Defective Item,25581.41,Refunded
7586,283689,2025-10-01 08:43:52,Wrong Product Delivered,7516.59,Approved
7587,135184,2025-01-22 21:54:24,Size Issue,15603.72,Approved
7588,633232,2025-01-08 17:49:01,Size Issue,26575.77,Approved
7589,322787,2026-06-08 21:36:17,Damaged Product,6381.91,Rejected
7590,731462,2025-09-10 04:40:30,Size Issue,23314.63,Rejected
7591,48347,2026-03-14 22:42:06,Size Issue,28475.02,Approved
7592,526461,2026-05-09 16:26:04,Wrong Product Delivered,32120.26,Refunded
7593,133138,2026-06-07 05:20:59,Size Issue,38099.84,Refunded
7594,602893,2025-11-21 14:46:21,Damaged Product,20942.19,Refunded
7595,231661,2025-02-15 16:08:50,Damaged Product,41518.53,Refunded
7596,600793,2024-10-11 18:09:24,Damaged Product,41728.79,Refunded
7597,209833,2025-07-11 13:30:40,Size Issue,791.08,Refunded
7598,235340,2025-02-11 12:06:22,Damaged Product,37397.11,Approved
7599,206454,2026-06-13 01:34:17,Customer Changed Mind,42959.4,Approved
7600,518719,2026-03-13 13:28:43,Customer Changed Mind,45845.06,Refunded
7601,229184,2025-07-02 04:14:23,Wrong Product Delivered,48711.83,Rejected
7602,481875,2024-11-11 11:33:41,Customer Changed Mind,25786.8,Approved
7603,118821,2025-09-05 16:51:05,Size Issue,5308.23,Refunded
7604,592173,2025-05-16 22:49:50,Wrong Product Delivered,36396.4,Rejected
7605,351604,2024-10-20 17:36:04,Customer Changed Mind,3817.52,Approved
7606,439967,2026-03-16 08:09:38,Size Issue,3443.56,Rejected
7607,456019,2024-08-23 12:31:07,Size Issue,31223.0,Rejected
7608,46098,2025-05-27 15:34:37,Customer Changed Mind,18716.18,Refunded
7609,477088,2026-01-22 16:11:06,Defective Item,23387.05,Rejected
7610,343306,2026-05-25 21:47:57,Wrong Product Delivered,7556.64,Approved
7611,196049,2024-07-24 14:49:31,Damaged Product,27994.45,Refunded
7612,397984,2025-04-09 18:23:12,Damaged Product,1755.13,Approved
7613,749895,2025-05-14 13:56:10,Customer Changed Mind,24813.64,Refunded
7614,219559,2025-04-24 20:03:45,Customer Changed Mind,32638.5,Approved
7615,553001,2024-11-02 08:55:39,Customer Changed Mind,8909.08,Approved
7616,273068,2025-04-25 15:34:27,Size Issue,41096.14,Rejected
7617,441714,2025-07-22 11:50:37,Customer Changed Mind,28936.93,Approved
7618,78650,2025-03-28 14:41:26,Defective Item,45054.92,Approved
7619,602992,2025-07-05 06:07:50,Size Issue,11136.94,Refunded
7620,492870,2026-04-21 00:04:19,Customer Changed Mind,36425.58,Rejected
7621,49818,2025-03-28 21:07:46,Defective Item,18785.26,Refunded
7622,580874,2024-11-03 09:34:58,Wrong Product Delivered,18925.89,Refunded
7623,426803,2024-10-29 20:32:26,Damaged Product,31864.97,Approved
7624,424839,2025-01-20 05:54:12,Defective Item,26705.23,Approved
7625,338754,2025-03-30 10:01:00,Defective Item,27704.75,Approved
7626,412233,2025-11-21 23:01:06,Defective Item,32854.69,Approved
7627,49077,2025-01-09 06:08:11,Defective Item,43198.08,Rejected
7628,100427,2024-07-25 13:34:51,Customer Changed Mind,27170.35,Refunded
7629,6265,2024-11-28 23:05:33,Defective Item,35966.29,Approved
7630,430487,2024-10-05 23:48:46,Wrong Product Delivered,871.46,Refunded
7631,385708,2024-10-26 14:02:36,Wrong Product Delivered,43118.32,Rejected
7632,181683,2025-11-24 13:27:25,Customer Changed Mind,39156.93,Approved
7633,401677,2025-12-31 23:21:42,Size Issue,31901.27,Refunded
7634,628558,2025-08-15 16:56:16,Damaged Product,43806.23,Approved
7635,689038,2026-03-31 05:49:56,Defective Item,21642.34,Rejected
7636,596620,2025-07-09 01:31:36,Defective Item,20078.32,Rejected
7637,673864,2024-11-18 12:16:40,Size Issue,15344.17,Refunded
7638,551017,2025-03-29 00:19:24,Size Issue,2931.54,Refunded
7639,423641,2024-09-05 12:17:18,Size Issue,10765.61,Refunded
7640,158246,2025-07-24 07:43:14,Wrong Product Delivered,35532.0,Rejected
7641,45166,2026-05-24 13:40:11,Customer Changed Mind,39964.62,Approved
7642,431488,2025-03-08 20:43:04,Damaged Product,13628.62,Refunded
7643,147561,2024-09-28 21:27:34,Wrong Product Delivered,11282.77,Rejected
7644,1451,2026-05-31 16:50:40,Customer Changed Mind,37190.16,Approved
7645,416785,2026-03-05 09:50:13,Customer Changed Mind,28768.42,Approved
7646,3662,2025-02-05 14:52:17,Wrong Product Delivered,20526.77,Approved
7647,472957,2025-07-23 05:53:06,Wrong Product Delivered,16137.99,Rejected
7648,154414,2024-11-05 08:44:33,Size Issue,30694.7,Refunded
7649,220633,2025-12-29 02:02:55,Size Issue,2999.35,Rejected
7650,732525,2024-10-27 18:16:11,Damaged Product,35043.92,Refunded
7651,594835,2024-09-10 01:35:24,Damaged Product,2575.59,Approved
7652,565582,2024-08-10 07:04:16,Defective Item,39091.06,Rejected
7653,428083,2024-11-28 09:42:50,Wrong Product Delivered,40049.6,Refunded
7654,73884,2025-03-05 17:19:04,Wrong Product Delivered,6622.79,Refunded
7655,320457,2025-02-18 18:53:24,Customer Changed Mind,12123.58,Approved
7656,260949,2025-06-21 06:11:53,Size Issue,41959.36,Rejected
7657,607838,2025-06-08 23:23:00,Wrong Product Delivered,46939.9,Rejected
7658,99645,2026-04-21 10:41:36,Wrong Product Delivered,42194.93,Refunded
7659,536295,2025-01-08 06:54:25,Customer Changed Mind,7229.76,Approved
7660,336290,2025-09-24 22:18:06,Damaged Product,32709.95,Rejected
7661,625657,2024-12-26 00:28:15,Customer Changed Mind,11345.42,Rejected
7662,403862,2025-12-28 16:36:33,Customer Changed Mind,28248.2,Approved
7663,26895,2026-01-07 17:52:20,Size Issue,27609.29,Rejected
7664,694940,2026-05-01 00:11:23,Size Issue,13571.65,Refunded
7665,379338,2026-05-23 17:06:47,Size Issue,16500.4,Rejected
7666,445327,2026-03-31 18:13:34,Defective Item,45418.53,Rejected
7667,368190,2026-05-27 21:07:16,Defective Item,42737.93,Rejected
7668,289120,2025-08-13 01:15:21,Customer Changed Mind,16856.99,Approved
7669,356894,2026-05-04 15:24:49,Wrong Product Delivered,13335.93,Rejected
7670,202540,2024-07-13 19:40:49,Customer Changed Mind,35570.78,Approved
7671,626703,2024-11-22 20:34:01,Customer Changed Mind,35032.21,Approved
7672,499864,2026-07-01 12:47:08,Customer Changed Mind,33950.22,Approved
7673,376576,2025-11-09 02:44:31,Defective Item,3216.73,Approved
7674,650822,2026-05-21 23:58:56,Damaged Product,44062.15,Rejected
7675,583822,2025-11-03 20:27:55,Wrong Product Delivered,45509.04,Refunded
7676,550855,2025-04-29 16:03:24,Customer Changed Mind,860.0,Rejected
7677,32734,2025-11-17 21:58:17,Damaged Product,42964.54,Refunded
7678,357543,2025-06-19 17:19:52,Wrong Product Delivered,27651.88,Approved
7679,88091,2025-06-06 21:44:06,Customer Changed Mind,42917.58,Rejected
7680,712257,2026-04-18 16:05:03,Defective Item,2635.62,Refunded
7681,51076,2025-05-28 23:41:43,Size Issue,5161.3,Approved
7682,573626,2024-11-30 02:04:29,Customer Changed Mind,24961.45,Rejected
7683,485675,2025-08-26 01:00:27,Damaged Product,7173.35,Refunded
7684,581656,2025-02-13 07:52:52,Defective Item,40353.19,Refunded
7685,642967,2025-10-03 16:28:44,Customer Changed Mind,37036.93,Refunded
7686,710799,2025-09-12 02:53:51,Defective Item,36759.41,Rejected
7687,487328,2024-09-26 09:07:28,Size Issue,29944.94,Refunded
7688,517452,2024-12-13 13:59:50,Customer Changed Mind,30349.32,Approved
7689,241560,2025-06-06 02:22:21,Size Issue,18663.94,Approved
7690,209151,2025-07-14 05:49:28,Damaged Product,24113.68,Approved
7691,229590,2026-06-03 15:05:18,Damaged Product,26645.77,Refunded
7692,432653,2026-01-11 13:19:53,Damaged Product,10503.41,Approved
7693,295396,2024-09-18 22:25:24,Defective Item,21340.39,Rejected
7694,114081,2025-04-11 09:02:24,Defective Item,23508.22,Approved
7695,263273,2025-03-27 13:37:46,Customer Changed Mind,29174.78,Rejected
7696,575804,2026-02-03 14:03:13,Customer Changed Mind,29427.88,Approved
7697,667555,2024-12-06 09:59:35,Wrong Product Delivered,49892.95,Approved
7698,77116,2025-09-23 21:24:31,Size Issue,26836.12,Rejected
7699,199525,2025-05-27 14:04:29,Damaged Product,359.36,Refunded
7700,198170,2025-07-22 12:24:05,Damaged Product,47150.08,Rejected
7701,204658,2024-08-01 16:52:48,Damaged Product,18846.89,Rejected
7702,210045,2025-09-05 09:38:05,Damaged Product,19961.56,Rejected
7703,351518,2025-02-01 11:05:01,Damaged Product,25411.97,Approved
7704,616888,2024-11-05 23:32:26,Wrong Product Delivered,46029.73,Rejected
7705,591727,2026-05-14 04:14:24,Damaged Product,27099.92,Approved
7706,706557,2026-05-09 05:04:52,Customer Changed Mind,38284.2,Approved
7707,42545,2024-11-10 17:16:46,Defective Item,44699.58,Approved
7708,188164,2026-05-14 09:41:34,Damaged Product,48261.62,Approved
7709,334592,2024-08-05 14:42:50,Defective Item,8851.86,Rejected
7710,572295,2025-10-18 04:18:05,Defective Item,37956.95,Approved
7711,274828,2026-03-13 11:44:25,Damaged Product,15711.57,Rejected
7712,265666,2025-12-27 19:43:31,Customer Changed Mind,38782.77,Approved
7713,78274,2026-06-12 02:56:33,Defective Item,11464.06,Approved
7714,553582,2025-09-08 16:26:17,Customer Changed Mind,40556.91,Approved
7715,439,2026-05-15 00:02:59,Wrong Product Delivered,14283.64,Approved
7716,483398,2026-04-15 08:43:34,Wrong Product Delivered,48916.63,Rejected
7717,35784,2025-12-31 02:24:33,Wrong Product Delivered,47702.81,Approved
7718,423181,2025-06-07 06:44:28,Damaged Product,34796.2,Rejected
7719,52191,2024-12-07 16:04:04,Damaged Product,48138.22,Rejected
7720,656086,2025-09-26 16:23:37,Customer Changed Mind,32074.39,Rejected
7721,514455,2025-08-01 05:29:22,Defective Item,36243.49,Refunded
7722,183279,2025-11-17 09:01:51,Customer Changed Mind,28857.45,Rejected
7723,744557,2025-10-12 07:09:17,Wrong Product Delivered,19119.43,Refunded
7724,305062,2025-01-23 00:36:40,Defective Item,4935.86,Rejected
7725,330391,2024-09-13 16:38:22,Wrong Product Delivered,28426.14,Approved
7726,398523,2024-09-02 00:41:46,Damaged Product,10134.15,Rejected
7727,41130,2025-01-07 08:32:01,Defective Item,42944.2,Rejected
7728,82351,2025-05-10 20:19:23,Damaged Product,41468.57,Refunded
7729,254860,2025-06-02 15:52:52,Customer Changed Mind,47762.58,Rejected
7730,578645,2025-04-18 21:48:15,Wrong Product Delivered,29806.47,Refunded
7731,692623,2026-05-29 21:29:01,Damaged Product,18962.09,Approved
7732,575568,2025-02-08 12:43:43,Damaged Product,39544.45,Rejected
7733,363287,2026-06-30 06:40:39,Defective Item,933.1,Refunded
7734,560886,2026-06-07 13:32:19,Wrong Product Delivered,11173.29,Refunded
7735,275317,2026-04-06 10:10:50,Size Issue,32223.96,Rejected
7736,306096,2026-01-06 01:37:44,Damaged Product,29615.54,Refunded
7737,548246,2025-07-10 00:28:19,Damaged Product,33725.96,Refunded
7738,207962,2024-10-29 05:44:31,Customer Changed Mind,48980.73,Refunded
7739,528905,2025-07-10 08:08:43,Defective Item,37642.68,Approved
7740,378011,2025-03-15 07:12:09,Customer Changed Mind,16694.42,Refunded
7741,555159,2024-08-26 06:24:30,Customer Changed Mind,34723.7,Rejected
7742,48114,2025-03-06 06:30:27,Size Issue,3004.86,Refunded
7743,190234,2024-08-23 08:03:21,Damaged Product,795.01,Rejected
7744,88223,2026-05-05 09:43:30,Wrong Product Delivered,41073.69,Refunded
7745,564161,2024-08-27 05:59:00,Wrong Product Delivered,37081.12,Rejected
7746,320533,2026-02-27 03:56:29,Wrong Product Delivered,38646.8,Approved
7747,388301,2024-11-07 09:27:11,Size Issue,45823.1,Approved
7748,523680,2025-04-01 00:49:37,Defective Item,10921.27,Refunded
7749,395604,2025-09-27 16:39:31,Wrong Product Delivered,33837.78,Refunded
7750,713221,2024-10-04 11:45:42,Size Issue,8129.37,Refunded
7751,622292,2026-06-11 19:04:36,Defective Item,26095.67,Refunded
7752,638563,2025-01-31 18:48:34,Wrong Product Delivered,40858.5,Rejected
7753,218827,2024-09-14 08:00:35,Size Issue,1650.64,Approved
7754,92039,2024-07-31 05:29:54,Damaged Product,23910.3,Rejected
7755,178413,2025-10-25 14:33:34,Wrong Product Delivered,30073.78,Rejected
7756,650879,2025-08-10 04:27:06,Size Issue,12856.08,Refunded
7757,62369,2025-11-30 09:40:09,Wrong Product Delivered,26712.0,Refunded
7758,188529,2025-04-24 23:04:01,Defective Item,30232.82,Refunded
7759,53560,2025-08-16 21:46:32,Customer Changed Mind,40122.82,Refunded
7760,640512,2026-01-26 09:10:40,Customer Changed Mind,44755.92,Approved
7761,51583,2026-06-05 16:28:51,Wrong Product Delivered,49283.99,Refunded
7762,302804,2024-09-21 10:21:02,Damaged Product,49697.77,Refunded
7763,664485,2025-01-06 14:46:30,Damaged Product,41763.58,Rejected
7764,175857,2026-01-14 14:40:13,Size Issue,31170.12,Rejected
7765,297044,2024-12-16 00:36:12,Damaged Product,33270.37,Approved
7766,122030,2024-12-06 03:29:02,Defective Item,49810.67,Rejected
7767,299254,2024-09-21 19:30:38,Wrong Product Delivered,11226.13,Refunded
7768,413641,2026-05-13 17:38:19,Defective Item,24789.77,Rejected
7769,39537,2025-11-11 01:01:10,Wrong Product Delivered,38581.41,Approved
7770,494334,2025-08-21 17:07:47,Wrong Product Delivered,26818.24,Approved
7771,111787,2025-10-14 17:06:59,Damaged Product,20989.24,Refunded
7772,32855,2025-05-06 11:26:48,Wrong Product Delivered,15633.69,Approved
7773,94864,2024-11-13 01:23:24,Damaged Product,13703.65,Refunded
7774,328294,2026-06-20 13:03:58,Wrong Product Delivered,5601.7,Refunded
7775,732727,2026-07-07 17:55:40,Wrong Product Delivered,40779.43,Approved
7776,475836,2026-06-08 04:33:16,Size Issue,46240.29,Approved
